
('cs-vn-1001', '65 Lê Lợi, Phường Bến Nghé', 'Quận 1', 1, 'cpo-vgreen', 'Trạm sạc Vincom Center', 10.7778, 106.7022),
('cs-vn-1616', 'Bùi Văn Ba, Tân Thuận Đông', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc KDC Jamona City', 10.7511, 106.7381),
('cs-vn-1617', 'Nguyễn Văn Quỳ, Phú Thuận', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Chân cầu Phú Mỹ Q7', 10.7385, 106.7415),
('cs-vn-1618', 'Đường số 10, Tân Quy', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Chợ Tân Quy', 10.7455, 106.7051),
('cs-vn-1619', 'Nguyễn Lương Bằng, Tân Phú', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Bệnh viện FV', 10.7285, 106.7255),
('cs-vn-1620', 'Hoàng Quốc Việt, Phú Mỹ', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc KDC La Casa Q7', 10.7085, 106.7311),
('cs-vn-1621', 'Lê Văn Lương, Tân Hưng', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Hoàng Anh Gia Lai 3', 10.7311, 106.7011),
('cs-vn-1622', 'Nguyễn Hữu Thọ, Tân Hưng', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Sunrise City Central', 10.7385, 106.7011),
('cs-vn-1623', 'Đường số 2, Tân Thuận Đông', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc KDC Nam Long Q7', 10.7485, 106.7355),
('cs-vn-1624', 'Trần Trọng Cung, Tân Thuận Đông', 'Quận 7', 0, 'cpo-vgreen', 'Trạm sạc Vincom+ Nam Long', 10.7481, 106.7315),
('cs-vn-1625', 'Nguyễn Văn Linh, Bình Thuận', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc UBND Quận 7', 10.7411, 106.7215),
('cs-vn-1626', 'Mai Văn Vĩnh, Tân Quy', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Công viên Tân Quy', 10.7451, 106.7115),
('cs-vn-1627', 'Lý Phục Man, Bình Thuận', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc KDC Lý Phục Man', 10.7415, 106.7285),
('cs-vn-1628', 'Tôn Dật Tiên, Tân Phong', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Cầu Ánh Sao Q7', 10.7255, 106.7185),
('cs-vn-1629', 'Đường số 8, Tân Thuận Đông', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Shophouse Lux City', 10.7511, 106.7251),
('cs-vn-1630', 'Phú Mỹ, Phú Mỹ', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc KDC Công ích Quận 7', 10.7051, 106.7315),
('cs-vn-1631', 'Huỳnh Tấn Phát, Tân Thuận Đông', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Co.opmart Huỳnh Tấn Phát', 10.7551, 106.7251),
('cs-vn-1632', 'Lê Văn Lương, Tân Phong', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc ĐH Cảnh sát Nhân dân Q7', 10.7251, 106.7011),
('cs-vn-1633', 'Nguyễn Thị Thập, Tân Quy', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Thế giới di động Q7', 10.7415, 106.7081),
('cs-vn-1634', 'Bế Văn Cấm, Tân Kiểng', 'Quận 7', 0, 'cpo-datbike', 'Trạm sạc M-One Nam Sài Gòn', 10.7485, 106.7055),
('cs-vn-1635', 'Trần Văn Trà, Tân Phong', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Sky Garden 3', 10.7285, 106.7051),
('cs-vn-1636', 'Nguyễn Lương Bằng, Phú Mỹ', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Era Town Đức Khải', 10.7011, 106.7355),
('cs-vn-1637', 'Nguyễn Văn Linh, Tân Phú', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Triển lãm SECC', 10.7311, 106.7255),
('cs-vn-1638', 'Đào Trí, Phú Thuận', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Q7 Riverside', 10.7215, 106.7411),
('cs-vn-1639', 'Lâm Văn Bền, Tân Kiểng', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Trường Nguyễn Hữu Thọ Q7', 10.7455, 106.7111),
('cs-vn-1640', 'Huỳnh Tấn Phát, Phú Xuân', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Cầu Phú Xuân Q7', 10.7055, 106.7351),
('cs-vn-1641', 'Đường số 1, Tân Hưng', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Florita Him Lam', 10.7411, 106.6955),
('cs-vn-1642', 'Nguyễn Văn Linh, Tân Phong', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc ĐH RMIT Q7', 10.7285, 106.6951),
('cs-vn-1643', 'Tân Mỹ, Tân Phú', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc Chợ Tân Mỹ', 10.7351, 106.7155),
('cs-vn-1644', 'Trần Trọng Cung, Tân Thuận Đông', 'Quận 7', 0, 'cpo-eboost', 'Trạm sạc KDC Nam Long Trần Trọng Cung', 10.7485, 106.7311),
('cs-vn-1645', 'Nguyễn Thị Thập, Tân Hưng', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Sunrise City View', 10.7415, 106.7011),
('cs-vn-1646', 'Huỳnh Tấn Phát, Bình Thuận', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Điện máy xanh HTP Q7', 10.7451, 106.7255),
('cs-vn-1647', 'Đường số 79, Tân Quy', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc KDC Tân Quy Đông', 10.7415, 106.7051),
('cs-vn-1648', 'Phạm Văn Nghị, Tân Phong', 'Quận 7', 1, 'cpo-datbike', 'Trạm sạc Sky Garden 1', 10.7311, 106.7055),
('cs-vn-1649', 'Nguyễn Lương Bằng, Phú Mỹ', 'Quận 7', 1, 'cpo-vgreen', 'Trạm sạc Chung cư Riverside Q7', 10.7155, 106.7215),
('cs-vn-1650', 'Lê Văn Lương, Tân Hưng', 'Quận 7', 1, 'cpo-eboost', 'Trạm sạc KDC Him Lam Kênh Tẻ', 10.7411, 106.6985),

-- QUẬN 8 (50 trạm: 1651 - 1700)
('cs-vn-1651', 'Phạm Thế Hiển, Phường 4', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Chợ Phạm Thế Hiển', 10.7385, 106.6711),
('cs-vn-1652', 'Tạ Quang Bửu, Phường 5', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chung cư Giai Việt', 10.7315, 106.6685),
('cs-vn-1653', 'Dương Bá Trạc, Phường 1', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chân cầu Nguyễn Văn Cừ Q8', 10.7485, 106.6855),
('cs-vn-1654', 'Bến Bình Đông, Phường 14', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Cầu Chà Và Q8', 10.7511, 106.6551),
('cs-vn-1655', 'Trịnh Quang Nghị, Phường 7', 'Quận 8', 0, 'cpo-vgreen', 'Trạm sạc KDC Conic Q8', 10.7155, 106.6455),
('cs-vn-1656', 'Phạm Thế Hiển, Phường 7', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chợ Ba Đình', 10.7251, 106.6385),
('cs-vn-1657', 'Tùng Thiện Vương, Phường 11', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cầu Nhị Thiên Đường', 10.7411, 106.6611),
('cs-vn-1658', 'Hưng Phú, Phường 9', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Cầu Nguyễn Tri Phương Q8', 10.7481, 106.6711),
('cs-vn-1659', 'Võ Văn Kiệt, Phường 16', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chung cư City Gate', 10.7215, 106.6215),
('cs-vn-1660', 'Lưu Hữu Phước, Phường 15', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc KDC Bến Bình Đông', 10.7355, 106.6315),
('cs-vn-1661', 'Tạ Quang Bửu, Phường 4', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Cao đẳng Bách khoa Nam Sài Gòn', 10.7351, 106.6755),
('cs-vn-1662', 'Phạm Hùng, Phường 4', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cầu Chánh Hưng', 10.7415, 106.6785),
('cs-vn-1663', 'Bến Bình Đông, Phường 13', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chợ hoa Bến Bình Đông', 10.7485, 106.6611),
('cs-vn-1664', 'An Dương Vương, Phường 16', 'Quận 8', 0, 'cpo-vgreen', 'Trạm sạc The Avila Q8', 10.7251, 106.6215),
('cs-vn-1665', 'Cao Lỗ, Phường 4', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc ĐH Công nghệ Sài Gòn', 10.7355, 106.6781),
('cs-vn-1666', 'Nguyễn Thị Tần, Phường 2', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chợ Rạch Ông', 10.7455, 106.6855),
('cs-vn-1667', 'Tạ Quang Bửu, Phường 6', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Chung cư Pegasuite', 10.7281, 106.6551),
('cs-vn-1668', 'Trương Đình Hội, Phường 16', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chung cư Mỹ Phúc', 10.7215, 106.6285),
('cs-vn-1669', 'Phạm Thế Hiển, Phường 6', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cầu Nhị Thiên Đường 2', 10.7315, 106.6515),
('cs-vn-1670', 'Hưng Phú, Phường 10', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Cầu Chánh Hưng Q8', 10.7455, 106.6751),
('cs-vn-1671', 'Đường số 1011, Phường 5', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc KDC Chánh Hưng', 10.7351, 106.6711),
('cs-vn-1672', 'Bến Bình Đông, Phường 15', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Cầu Ngang Q8', 10.7381, 106.6215),
('cs-vn-1673', 'Dương Quang Đông, Phường 5', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Chung cư Central Premium', 10.7311, 106.6685),
('cs-vn-1674', 'Phạm Thế Hiển, Phường 3', 'Quận 8', 0, 'cpo-vgreen', 'Trạm sạc Chợ Rạch Cát', 10.7415, 106.6781),
('cs-vn-1675', 'Tạ Quang Bửu, Phường 2', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc UBND Quận 8', 10.7311, 106.6785),
('cs-vn-1676', 'Cao Lỗ, Phường 4', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Bệnh viện Quận 8', 10.7381, 106.6811),
('cs-vn-1677', 'Mễ Cốc, Phường 15', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chùa Pháp Quang Q8', 10.7351, 106.6185),
('cs-vn-1678', 'Nguyễn Duy, Phường 14', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Chân cầu Hiệp Ân', 10.7451, 106.6585),
('cs-vn-1679', 'Bến Ba Đình, Phường 10', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Cầu Chữ Y Q8', 10.7511, 106.6811),
('cs-vn-1680', 'Hoài Thanh, Phường 14', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Đình Bình Đông', 10.7481, 106.6455),
('cs-vn-1681', 'Phạm Thế Hiển, Phường 5', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Nhà thờ Bình Thái', 10.7351, 106.6611),
('cs-vn-1682', 'Tạ Quang Bửu, Phường 3', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Sân vận động Quận 8', 10.7355, 106.6711),
('cs-vn-1683', 'Lê Bôi, Phường 7', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc KDC Phú Lợi Q8', 10.7085, 106.6215),
('cs-vn-1684', 'Phạm Thế Hiển, Phường 16', 'Quận 8', 0, 'cpo-datbike', 'Trạm sạc Cầu Phú Định', 10.7185, 106.6151),
('cs-vn-1685', 'Nguyễn Chế Nghĩa, Phường 12', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Chợ Xóm Củi', 10.7511, 106.6681),
('cs-vn-1686', 'Tạ Quang Bửu, Phường 9', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Cầu Chánh Hưng mới', 10.7411, 106.6715),
('cs-vn-1687', 'Bình Đức, Phường 15', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc KDC Bình Đức', 10.7255, 106.6355),
('cs-vn-1688', 'Lương Ngọc Quyến, Phường 13', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cầu Nhị Thiên Đường 1', 10.7415, 106.6585),
('cs-vn-1689', 'Dương Bá Trạc, Phường 2', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc KDC Trung Sơn Q8', 10.7411, 106.6881),
('cs-vn-1690', 'Phạm Thế Hiển, Phường 2', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cầu Chữ Y phía Q8', 10.7455, 106.6885),
('cs-vn-1691', 'Bến Bình Đông, Phường 11', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chùa Long Hoa Q8', 10.7481, 106.6581),
('cs-vn-1692', 'Trịnh Quang Nghị, Phường 7', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc KDC Phong Phú Q8', 10.7111, 106.6385),
('cs-vn-1693', 'Phạm Hùng, Phường 5', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Satra Centre Mall Q8', 10.7385, 106.6785),
('cs-vn-1694', 'Ba Tơ, Phường 7', 'Quận 8', 0, 'cpo-eboost', 'Trạm sạc KDC Phú Lợi Ba Tơ', 10.7011, 106.6285),
('cs-vn-1695', 'Phạm Thế Hiển, Phường 15', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Chợ Lò Than', 10.7215, 106.6311),
('cs-vn-1696', 'Tạ Quang Bửu, Phường 8', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc KDC Hiệp Ân', 10.7351, 106.6615),
('cs-vn-1697', 'Đường số 41, Phường 16', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Diamond Riverside', 10.7211, 106.6255),
('cs-vn-1698', 'Bến Bình Đông, Phường 12', 'Quận 8', 1, 'cpo-datbike', 'Trạm sạc Chùa Lâm Quang', 10.7511, 106.6611),
('cs-vn-1699', 'Hưng Phú, Phường 8', 'Quận 8', 1, 'cpo-vgreen', 'Trạm sạc Cầu Nguyễn Tri Phương mới', 10.7485, 106.6755),
('cs-vn-1700', 'Phạm Thế Hiển, Phường 1', 'Quận 8', 1, 'cpo-eboost', 'Trạm sạc Cầu Rạch Ông Q8', 10.7455, 106.6811),

-- HUYỆN NHÀ BÈ (50 trạm: 1701 - 1750)
('cs-vn-1701', 'Huỳnh Tấn Phát, Thị trấn Nhà Bè', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc UBND Huyện Nhà Bè', 10.6855, 106.7411),
('cs-vn-1702', 'Nguyễn Hữu Thọ, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc KDC Dragon City', 10.6985, 106.7085),
('cs-vn-1703', 'Nguyễn Văn Tạo, Xã Long Thới', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc KCN Hiệp Phước NB', 10.6211, 106.7215),
('cs-vn-1704', 'Lê Văn Lương, Xã Nhơn Đức', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc Trường ĐH Tài nguyên Môi trường NB', 10.6551, 106.7011),
('cs-vn-1705', 'Phạm Hữu Lầu, Xã Phước Kiển', 'Nhà Bè', 0, 'cpo-vgreen', 'Trạm sạc KDC Nine South', 10.7085, 106.7111),
('cs-vn-1706', 'Nguyễn Bình, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc Chợ Phú Xuân NB', 10.6711, 106.7355),
('cs-vn-1707', 'Huỳnh Tấn Phát, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Co.opmart Nhà Bè', 10.6785, 106.7415),
('cs-vn-1708', 'Nguyễn Văn Tạo, Xã Hiệp Phước', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Cảng Hiệp Phước', 10.5911, 106.7355),
('cs-vn-1709', 'Lê Văn Lương, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Chung cư HAGL New City', 10.7051, 106.7015),
('cs-vn-1710', 'Nguyễn Hữu Thọ, Xã Nhơn Đức', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Zeitgeist Nhà Bè', 10.6611, 106.7111),
('cs-vn-1711', 'Phan Văn Bảy, Xã Hiệp Phước', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc KCN Hiệp Phước Giai đoạn 2', 10.6055, 106.7415),
('cs-vn-1712', 'Đào Sư Tích, Xã Phước Lộc', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Cầu Phước Lộc mới', 10.6811, 106.6911),
('cs-vn-1713', 'Long Thới, Xã Long Thới', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc Trường quốc tế Mỹ AIS', 10.6255, 106.7155),
('cs-vn-1714', 'Nguyễn Bình, Xã Nhơn Đức', 'Nhà Bè', 0, 'cpo-vgreen', 'Trạm sạc UBND Xã Nhơn Đức', 10.6651, 106.7011),
('cs-vn-1715', 'Huỳnh Tấn Phát, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Kho xăng dầu Nhà Bè', 10.6511, 106.7555),
('cs-vn-1716', 'Nguyễn Hữu Thọ, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Chung cư PV Gas Tower', 10.7011, 106.7081),
('cs-vn-1717', 'Phạm Hùng, Xã Phước Lộc', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc KDC Phước Lộc NB', 10.6911, 106.6815),
('cs-vn-1718', 'Lê Văn Lương, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc Cầu Long Kiểng NB', 10.6915, 106.7011),
('cs-vn-1719', 'Nguyễn Văn Tạo, Xã Long Thới', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Chợ Long Thới', 10.6311, 106.7185),
('cs-vn-1720', 'Nguyễn Hữu Thọ, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc KDC Kenton Node', 10.7111, 106.7015),
('cs-vn-1721', 'Huỳnh Tấn Phát, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Cầu Mương Chuối NB', 10.6555, 106.7411),
('cs-vn-1722', 'Nguyễn Bình, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Công viên văn hóa Nhà Bè', 10.6751, 106.7215),
('cs-vn-1723', 'Lê Văn Lương, Xã Nhơn Đức', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Cầu Rạch Tôm', 10.6511, 106.6985),
('cs-vn-1724', 'Nguyễn Văn Tạo, Xã Hiệp Phước', 'Nhà Bè', 0, 'cpo-vgreen', 'Trạm sạc Trạm y tế Hiệp Phước NB', 10.5985, 106.7315),
('cs-vn-1725', 'Đào Sư Tích, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc KDC Đào Sư Tích', 10.6955, 106.6951),
('cs-vn-1726', 'Nguyễn Hữu Thọ, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Phú Hoàng Anh NB', 10.7055, 106.7051),
('cs-vn-1727', 'Phạm Hữu Lầu, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc Chung cư Era Town NB', 10.7115, 106.7155),
('cs-vn-1728', 'Huỳnh Tấn Phát, Thị trấn Nhà Bè', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Phà Bình Khánh NB', 10.6651, 106.7585),
('cs-vn-1729', 'Nguyễn Văn Tạo, Xã Long Thới', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc KDC Long Thới mới', 10.6155, 106.7211),
('cs-vn-1730', 'Lê Văn Lương, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc KDC Sadeco Phước Kiển', 10.7155, 106.7011),
('cs-vn-1731', 'Nguyễn Hữu Thọ, Xã Nhơn Đức', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc GS Metro City NB', 10.6711, 106.7081),
('cs-vn-1732', 'Huỳnh Tấn Phát, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc KDC Anh Tuấn Garden', 10.6755, 106.7455),
('cs-vn-1733', 'Nguyễn Bình, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Chi cục Thuế Nhà Bè', 10.6715, 106.7285),
('cs-vn-1734', 'Lê Văn Lương, Xã Nhơn Đức', 'Nhà Bè', 0, 'cpo-datbike', 'Trạm sạc Chùa Pháp Võ NB', 10.6585, 106.7011),
('cs-vn-1735', 'Nguyễn Văn Tạo, Xã Hiệp Phước', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc KCN Hiệp Phước GĐ 1', 10.6111, 106.7315),
('cs-vn-1736', 'Nguyễn Hữu Thọ, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Khu biệt thự Kim Long', 10.7081, 106.7011),
('cs-vn-1737', 'Đào Sư Tích, Xã Phước Lộc', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc UBND Xã Phước Lộc NB', 10.6851, 106.6855),
('cs-vn-1738', 'Huỳnh Tấn Phát, Thị trấn Nhà Bè', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Trường THPT Phước Kiển NB', 10.6811, 106.7411),
('cs-vn-1739', 'Nguyễn Bình, Xã Nhơn Đức', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc KDC Star Village', 10.6585, 106.7155),
('cs-vn-1740', 'Lê Văn Lương, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Chung cư Gold House NB', 10.7015, 106.7011),
('cs-vn-1741', 'Phạm Hữu Lầu, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc Cầu Phước Long NB', 10.7111, 106.7115),
('cs-vn-1742', 'Nguyễn Văn Tạo, Xã Long Thới', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Trường dạy lái xe Thành Công NB', 10.6011, 106.7255),
('cs-vn-1743', 'Nguyễn Hữu Thọ, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Park Vista Nhà Bè', 10.6981, 106.7011),
('cs-vn-1744', 'Huỳnh Tấn Phát, Xã Phú Xuân', 'Nhà Bè', 0, 'cpo-eboost', 'Trạm sạc KDC Phú Xuân Cảng', 10.6655, 106.7511),
('cs-vn-1745', 'Nguyễn Bình, Xã Nhơn Đức', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Chợ Nhơn Đức', 10.6555, 106.7085),
('cs-vn-1746', 'Lê Văn Lương, Xã Nhơn Đức', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc Cầu Rạch Đỉa Nhà Bè', 10.7151, 106.7011),
('cs-vn-1747', 'Đào Sư Tích, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Làng đại học Nhà Bè', 10.6911, 106.6911),
('cs-vn-1748', 'Huỳnh Tấn Phát, Xã Phú Xuân', 'Nhà Bè', 1, 'cpo-datbike', 'Trạm sạc KDC Hồng Lĩnh NB', 10.6711, 106.7455),
('cs-vn-1749', 'Nguyễn Văn Tạo, Xã Hiệp Phước', 'Nhà Bè', 1, 'cpo-vgreen', 'Trạm sạc Cảng Tân Cảng Hiệp Phước', 10.5855, 106.7411),
('cs-vn-1750', 'Nguyễn Hữu Thọ, Xã Phước Kiển', 'Nhà Bè', 1, 'cpo-eboost', 'Trạm sạc Celesta Rise Nhà Bè', 10.6955, 106.7085),

-- HUYỆN CẦN GIỜ (50 trạm: 1751 - 1800)
('cs-vn-1751', 'Rừng Sác, Xã Bình Khánh', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Phà Bình Khánh CG', 10.6611, 106.7611),
('cs-vn-1752', 'Duyên Hải, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc UBND Huyện Cần Giờ', 10.4085, 106.9555),
('cs-vn-1753', 'Rừng Sác, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Ngã ba Long Hòa', 10.4255, 106.8811),
('cs-vn-1754', 'Thạnh Thới, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc Bãi biển 30/4 Cần Giờ', 10.4285, 106.8955),
('cs-vn-1755', 'Lương Văn Nho, Thị trấn Cần Thạnh', 'Cần Giờ', 0, 'cpo-vgreen', 'Trạm sạc Chợ Cần Giờ', 10.4111, 106.9511),
('cs-vn-1756', 'Rừng Sác, Xã An Thới Đông', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc UBND Xã An Thới Đông', 10.5511, 106.8555),
('cs-vn-1757', 'Rừng Sác, Xã Cần Thạnh', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Công viên Cần Thạnh', 10.4055, 106.9611),
('cs-vn-1758', 'Tắc Xuất, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Bến tàu cao tốc Cần Giờ', 10.4011, 106.9655),
('cs-vn-1759', 'Rừng Sác, Xã Lý Nhơn', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc UBND Xã Lý Nhơn', 10.4855, 106.8011),
('cs-vn-1760', 'Duyên Hải, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Resort Hòn Ngọc Phương Nam', 10.4211, 106.9111),
('cs-vn-1761', 'Rừng Sác, Xã Tam Thôn Hiệp', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc UBND Xã Tam Thôn Hiệp', 10.6011, 106.8215),
('cs-vn-1762', 'Phan Đức, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Chợ Long Hòa CG', 10.4351, 106.8785),
('cs-vn-1763', 'Rừng Sác, Xã Bình Khánh', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc Chợ Bình Khánh CG', 10.6555, 106.7655),
('cs-vn-1764', 'Lý Nhơn, Xã Lý Nhơn', 'Cần Giờ', 0, 'cpo-vgreen', 'Trạm sạc KDC Lý Nhơn', 10.4711, 106.8115),
('cs-vn-1765', 'Rừng Sác, Xã Long Hòa', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Cầu Dần Xây CG', 10.5111, 106.8155),
('cs-vn-1766', 'Duyên Hải, Thị trấn Cần Thạnh', 'Cần Giờ', 1, 'cpo-eboost', 'Trạm sạc Bệnh viện Cần Giờ', 10.4151, 106.9515),
('cs-vn-1767', 'Rừng Sác, Xã An Thới Đông', 'Cần Giờ', 1, 'cpo-vgreen', 'Trạm sạc Trạm dừng chân Rừng Sác', 10.5811, 106.7855),
('cs-vn-1768', 'Tam Thôn Hiệp, Xã Tam Thôn Hiệp', 'Cần Giờ', 1, 'cpo-datbike', 'Trạm sạc Chợ Tam Thôn Hiệp', 10.6111, 106.8251),
